S.NO,tweet,sentiment
6000,russian soldier repeatedli rape woman gunpoint kharkiv httpstcorh6zxa2rxw holocaustmemorialday mlk httpstcosv2bjaboqq,negative
6001,ukrainian mother rape russian soldier shelter school httpstcoauwxrd6btc httpstcosyusb4qiz7,negative
6002,93wibc dont count carmelpd catch theyr busi hide station wont answ httpstcof5e5oyk1ff,negative
6003,wed aug 26 2020 denver colorado denver polic arrest protest outsid homeless encamp fire impact munit httpstcodswoxqmde2,negative
6004,rape weapon war want talk httpstcow5fabwpuoa holocaustmemorialday mlk httpstcoqbnckqqexb,negative
6005,rape weapon huge scale sexual violenc endur ukrain emerg httpstcovgyev6sn7i httpstco0iytao1bun,negative
6006,florida need new leadership bc come lawenforc entiti obviou blackliv httpstcoabhnru7tjw,negative
6007,arrest cop kill breonna taylor breonnataylor sayhernam blacklivesmatt,negatvee
6008,blm corrupt georg floyd crimin make total sen blacklivesmatt,negate
6009,attent blacktwitt carmelpd refus answer question racial profil blacklivesmatt httpstcoy5uusex4jz,negative
6010,lili claim much like draw pretti good though throw support httpstcorgwld6x9iy,negatove
6011,expert argu sanction violat intern law studi show gener effect achi httpstco7psn9xfdz,negative
6012,grow bodi research show econom sanction dire consequ human popul sanction ca httpstcovbecwmlj3j,negative
6013,putin invas ukrain war genocid httpstcoxnuqkw3fj3 blacklivesmatt via clayclai,negative
6014,repmalinowski illadvis sanction bill drive ethiopia hand china limit trade httpstcov9xtqhxnxc,negative
6015,otd blacklivesmatt overcom racial inequ must confront histori eji org httpstcozdxsla6jlw,negative
6016,extradenunci stf ofici cpidacovid arasomisso jn fia f1 teamlh44 w13 wsl blacklivesmatt nfl httpstco8dafuxqp,negative
6017,may whatev today plea god eye teestimoni christianapparel faithbasedapparel httpstco3vzztvzoa6,negative
6018,rememb reverend martin luther king jr day rest peac work live mlk civilright httpstcowvmsbqukiw,negative
6019,say name daquan antonio westbrook 20151224 blacklivesmatt,negate
6020,justic jame william arrest robert huber murder httpstco9nbhocjdff blm blacklivesmatt acab httpstcoplymohjjni,negatvoe
6021,good morn america enough endpolicebrut standupagainstrac blacklivesmatt blm httpstcovw0cjichxw,negative
6022,ding amp ding ding ding ding ding amp ding ding ding amp ding pennstat blacklivesmatt justiceforal,negative
6023,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstco1gfody6zs8,negative
6024,that strang sent ad must algorithm im look news ukrainian war ex httpstcojj5qsx6vlu,negative
6025,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcoix3ysbriqr,negative
6026,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcog45ki8nszt,negative
6027,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstconc5kafntyu,negative
6028,dckl rncresearch divin men hate your inferior everi way that conclus httpstcowglaxb5rfv,negatrve
6029,foot run evil make hast shed innoc blood isaiah 597 holocaustmemorialday mlk httpstcoeikedwtrrw,negative
6030,georgiastateu sure awar simpli spread news creat public account video httpstcoopwd4aruc,negative
6031,proud look lie tongu hand shed innoc blood proverb 617 holocaustmemorialday mlk httpstcoaaqmxcdtcd,negative
6032,innoc blood shed thi land lord thi god giveth thee inherit blood httpstcoeg3dfraejo,negative
6033,remind blacklivesmatt,negatvie
6034,emant ej fitzgerald bradford jr blacklivesmatt,positive
6035,bbcworld cnn bbcweather eyi big dog russian dick fukrcarlson amp foxnew trend httpstcopgfjft2az1,negative
6036,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcotbsldsoj13,negative
6037,day 40 ukrain war putin still go banana stop useless bloodi war holocaustmemorialday httpstco6hi97fv4yc,negative
6038,httpstcosdelbr2xgd rip compani allstat insur blackhistoryandconnect black blackexcel httpstcokjkneesm64,negative
6039,martin lee anderson saytheirnam blacklivesmatt,negatvte
6040,bish prefer slop delphic oracl said know thyself imma give know httpstco91xhngxyra,negat ve
6041,afn updat naturecanada black amp indigenouspeopl mental health institut death row due catholi httpstco5wbwynw1yl,negative
6042,wed sep 23 2020 portland oregon polic pepper spray arrest protest sidewalk watch httpstcopaddebjxrc,negative
6043,vital import protect blackwoman foundat exist can not accept httpstcodep7h3k3oa,negatnve
6044,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcoha7mhpibuj,negative
6045,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstco4xf3kc7cgd,negatmve
6046,msnbc cnn bbcworld gop foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo goprussianasset httpstcofdkrj3wemr,negative
6047,msnbc cnn bbcworld gop foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo goprussianasset httpstcojnkjzhotkk,negative
6048,breakingnew demand weekli payrol rise demand u begin pay employe everi week httpstco74cj9wsaqq,negative
6049,hawleymo nypost typic plantat polit gop attack black woman josh think he ba httpstcolqwwahq1sb,negative
6050,blacklivesmatt first black mitochondri eve httpstcotngluel7lx,positive
6051,nazi ukrainian led zelenski allow nato lynch drench hypothermia gypsi travel httpstcolydpjbelzf,negative
6052,ok one swim time httpstcogzho3ndffh blacklivesmatt httpstcoxjplkho61t,negative
6053,ye blacklivesmatt eu httpstcog2oelq9qix,negative
6054,small stuff bro take easi themundanetruth suprememcgriff dailyquot quotestolivebi httpstcoeql8ktlfql,negative
6055,justintrudeau ignor canada blackmentalhealth crisi plan kill curabl disor httpstco4q5qtpeab8,negative
6056,russian girl drench cold water tape lampost nazi ukrainian zelenski lead httpstcom7cvqlduu,negat ve
6057,would allow happen uk bp plc davidlammi guardianaudio httpstcosnc9wzdde5 httpstcoesil7mjus8,negative
6058,msnbc cnn eyi big dog russian dick fukrcarlson amp foxnew trend murdochroyalcommiss httpstcoiofqcxifbj,negatvce
6059,msnbc bbcworld cnn eyi big dog russian dick fukrcarlson amp foxnew trend murdochroyalcommiss httpstcoopv3kpdvzh,negative
6060,skin colour shouldnt reason want nomor africaunit blacklivesmatt httpstconevryfjgl3,negative
6061,text black 310 272 5438 download app blacktwitt blacklivesmatt melanin blackempower httpstcorugkqmxksz,negative
6062,ottawacitizen mani canadian mental health ward state via public guardian amp truste theyll httpstcout4vnncotv,negative
6063,million peopl march today newark spread wordtariqnashe blacklivesmatt httpstco5wzr9sek10,negative
6064,break news jamifloyd quit job wnyc today hold import press conf tomorrow morn 4522 httpstcob8twhgngmx,negative
6065,break news jamifloyd quit job wnyc today hold import press conf tomorrow morn 4522 httpstcowf6jjqvzdd,negative
6066,break news jamifloyd quit job wnyc today hold import press conf tomorrow morn 4522 httpstcongqsd3loxh,negative
6067,bbcworld msnbc cnn bbcweather eyi big dog russian dick fukrcarlson amp foxnew trend httpstcop2wnf9sqq,negative
6068,today mark death martin luther king jr social right legend dedic life nonviol str httpstcois8fsau4u0,negative
6069,bbcworld msnbc cnn bbcweather eyi big dog russian dick fukrcarlson amp foxnew trend httpstcoslyvy05d8r,negative
6070,bbcworld msnbc cnn bbcweather 6 eyi big dog russian dick fukrcarlson amp foxnew trend httpstcozpactsismi,negative
6071,msnbc cnn eyi big dog russian dick fukrcarlson amp foxnew trend murdochroyalcommiss httpstcocs35ot5fk,negative
6072,msnbc cnn eyi big dog russian dick fukrcarlson amp foxnew trend murdochroyalcommiss httpstcorzhdwu4lvo,negative
6073,say name daquan antonio westbrook 20151224 blacklivesmatt,negate
6074,msnbc foxnewssunday eyi big dog russian dick fukrcarlson amp foxnew trend murdochguttermedia httpstcoi4ksqzksfb,negative
6075,pubarch5413 sbaarch great panel june 2020 titl archaeolog time blacklivesmatt wh httpstcotinjw42itq,negative
6076,say blacklivesmatt prove reparationsnow interview slave trade repar essenti 1619 p httpstcobwexbw9wpf,negative
6077,ding ding ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6078,justiceforantwoncoop miamipd shot black man head kill call chief moral 3055796111 httpstcojpdkoofwd,negative
6079,ann mari water reveal tommi robinson join far right britain parti ahead demo httpstco9ztoria3gd,negative
6080,seen ella goodi brandon francisco arrest disappear car found ell httpstcoegnhnv4ysw,negative
6081,time alway right right susocialwork martinlutherkingjr blacklivesmatt httpstcooxbsyox5si,negative
6082,happi monday go amaz make lot money breakfast brandnewliv fashion style httpstco2dfohixau8,negat ve
6083,sacramento allblacklivesmatt premierleagu player african origin sterl get assault rifl tatto httpstcoa9ngu3lzpd,negative
6084,black woman glow differ httpstcofj5o0brkhx blackwomenglowdiffer black blackwomen blackwoman httpstcodcc2wpihhx,negatove
6085,due fact russia went war agrarian ukraineafrican countri left without foodris httpstcodjgjjvmbpw,negative
6086,fri may 29 2020 lo angel california polic use tear ga riot round protest watch httpstcob0xggnowfj,negative
6087,attack work whilebeingblack policereform blacklivesmatt httpstcodswbz2qkku,positive
6088,ronfilipkowski wonder would happen skin tone slightli darker blacklivesmatt,negatvfe
6089,trayvon martin saytheirnam blacklivesmatt,negatvye
6090,ever call polic area rampant racialprofil polic abus dianedean counc httpstco6hcxcr95jh,negatpve
6091,time defundtheeastlongmeadowpolic blacklivesmatt,negatvee
6092,hypocrit world would better place long ago black american httpstcozazxswxynr,negative
6093,never forget cia orchestr assign dr martin luther king name build killer blacklivesmatt,negat ve
6094,pray racist clown get bomb beg black tax payer dollar still got nerv cal httpstcovmeokamoe2,negative
6095,love creat also open collabor ilorin model blacklivesmatt blackisbeauti httpstcopr6roivstv,negative
6096,rip dr king word much apart life bernicek bless king famili forev ever blacklivesmatt,negate
6097,introduc boom app download app free today link bio download today jointhemov httpstcochuuv5riu6,negative
6098,blacklivesmatt variat requir,negative
6099,elon musk took 92 stake twitter may happen next httpstconmhrbidbs8 elon twitter blm jack blacklivesmatt,negatvne
6100,ding ding ding amp ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6101,blacklivesmatt synonym defundthepolic how work how work black particular,negative
6102,point lost bare function system can not fail never built protect dr w e b dub httpstcoqy9xhffjlk,negative
6103,order httpstcoiol9ddykxt firstgen blacklivesmatt blm africanamericanauthor httpstcohmucwrejqi,negative
6104,order httpstcoiol9ddykxt firstgen blacklivesmatt blm africanamericanauthor httpstcoefvtfajgx2,negative
6105,yet anoth blatant exampl lack humanright non white usawho busi take care wh httpstcodtmdfvrtzq,negative
6106,mon jun 01 2020 walnut creek california armor law enforc vehicl threaten protest deploy tear ga httpstcoqj7i2tya27,negative
6107,correct peopl say bigotri loudest support wide httpstcoo5nmpevas2,negative
6108,also need go yemen countri nato alli invad war httpstcokqzpcdhj1c,negative
6109,adrianainbloom wipe career wank tree staff polic violenc blacklivesmatt httpstcodvf3q7vif7,negative
6110,new willsmith learn best httpstcow3ygpvx2oy humor comic funni antivaxx amp httpstcornkpgrmjjp,negatyve
6111,great read histori racism netherland definit go exhibitionshout httpstconz6v6yl9br,negative
6112,ig dariu kirk dee kay3120 mrphotogenictoor sc king deekay cash app deekay3120 blacklivesmatt alway,negative
6113,rural japan cultur woman pretend stupid front men surviv rural jap httpstcooyvedcfkwo,negative
6114,ygofficialblink samsung use child labour blacklivesmatt,positive
6115,show tonight aa counti council meet help make effect pab inform plea email u httpstco9yfgnptx9l,negative
6116,rachelg21879460 979 top1000 tweeter 1st april 2022 new entri gt httpstcouvfxmef626 lt httpstcobfd20zsrmb,negative
6117,ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6118,show tonight aa counti council meet help make effect pab inform plea email u httpstcolydembwjlo,negative
6119,bless poignant anniversari day mlk assassin maya angel day birth httpstcoq2m5ztytjh,negatave
6120,dont peopl go black brown nation see usa alli done dam httpstcop9txep13si,negative
6121,choos holiday choos saint st martin ascend onthisday martinlutherkingjr httpstcoc8rvb0u7qc,negat ve
6122,defund addisonpolic blacklivesmatt,negatvue
6123,miki45172798 tiborpnagyjr gracevirtual1 abiyahmedali occur tiborpnagyjr blacklivesmatt httpstcokbrdjfcsxn,negative
6124,victor white iii blacklivesmatt,negatvte
6125,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft art httpstcocortj5gkbx,negattve
6126,clearli blacklivesmatt fals httpstcohwukkljbsi,negative
6127,clear understand social medium perform requir framework separ nois signa httpstcof4fnc3fb6z,negative
6128,know marvin gay die parent fight got middl father shot httpstcovzxc7hsjnj,negative
6129,thu jun 04 2020 new york citi new york poli shove protest bike watch httpstcoo5nkl2uvqb citi httpstcozgraryfnv2,negative
6130,land batbarcelona bia racial profil presumptionsberlinairport franziskagiffey perhap httpstcojmkctoivld,negative
6131,latest onlin event black histori studi blkhiststudi present free webinar afrocaribbean nazi httpstco0aqecrdng6,negative
6132,risk jinx blacklivesmatt protestor realli learn sri lanka protest ha httpstcos5yrzv1ovp,negatrve
6133,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft art httpstcowuv7mg4tah,negative
6134,follow daili motiv content blackentrepreneur blackexcel blackownedbusi blackown httpstcoqyl0mapyyh,negative
6135,usambun madam visit tigray refug sudan dose black peopl live matter visit f httpstcog1vb6totaj,negative
6136,20 year later 97 bp 236 former employe zambia die without paid pension httpstconxi9n2jl22,negatove
6137,abc potu vp speakerpelosi theblackcaucu repair damag countri inflict still inflictin httpstcojldwgaq46b,negatave
6138,jame earl ray plead guilti king murder order avoid electr chair sentenc 99 year httpstcohvycf9qtb0,negative
6139,martin luther king jr assassin 4 april 1968 know pain experi freedom never vo httpstcohc05xf6lx3,negative
6140,blacklivesmatt quiet httpstcoonsit4r9x4,negative
6141,last time speak speak im get fuck place confus wa httpstcoqbgrvta6vi,negative
6142,rememberingmlk today april 4 1968 605 pm rev dr martin luther king jr shot dead stand bal httpstco2hqemfsk0,negative
6143,april 4 1968 mark day celebr american civilright leader martinlutherk assassin httpstcosngzs7yxwk,negative
6144,today mark 54 year sinc drmartinlutherkingjr assassin still tri fulfil dream httpstcotpu1hebkak,negative
6145,import thing life grate instead ask dont thank httpstco5noek0ydbj,negative
6146,ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6147,matter time matter import black live matter realli import human httpstconu7lgmupzc,negative
6148,reverend dr martin luther king jr murder 54 year ago today 441968 memphi tennesse legaci httpstcotwffmxfygd,negative
6149,twitch twitch yall racist keep brother like jidion bring back white lunat threa httpstco4fqyfqqx15,negative
6150,defund markesanpolic blacklivesmatt,negatvue
6151,think blacklivesmatt must will supporthr6600 there activ genocid tigray httpstcoxlku8t5eyq,negative
6152,alway start shit snitch viral blacklivesmatt,positive
6153,got ban repeat racial slur use describ white peopl black peopl spanish smh viral blacklivesmatt blm,negative
6154,chat jeanjohansson ahead special disclosur air tonight bbc one scotland 8pm highli httpstcorf3ce5uegm,negative
6155,thu jul 16 2020 portland oregon protest show wound left lessleth round watch httpstcos6bfxrq42q httpstcofjqjtkv6mh,negative
6156,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft art httpstcosowonkz9uw,negattve
6157,cnn didnt cover sacramento massacr today backyard blacklivesmatt shooter larg amp noth httpstcom1zhmtbwk,negative
6158,nobodi buy stamp georg wallac block schoolhous step wont right thing httpstcovisivfefqz,negative
6159,dontr hamilton blacklivesmatt,negatvte
6160,arpitasriv bought dress la gravitea apr 042022 pick visit accra ghana httpstcokjog1cilo6,negative
6161,interview queen umqombothi freedom squar show 11am thursday 1912onlineradio dat httpstcoxvkenrezvc,negative
6162,ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6163,oh realli yeh ok apart ask yer muzzi dun u eh httpstcodkpm1lohl6,negative
6164,russia need black live matter movement racism al jazeera httpstcoenk3mklndx via ajenglish httpstcomrhhuvjqjm,negative
6165,danodonnellshow potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcoy8vaj3wvqh,negatsve
6166,sat may 30 2020 new york citi new york polic offic shove protest watch httpstcomnjdb3cxtc citi httpstcod1fwiwabwa,negative
6167,abef spinal blacklivesmatt blm one day,positive
6168,ukrain war day 40 kyiv v moscow massacr alleg httpstcoro2ahfckyl holocaustmemorialday mlk httpstcogjssjvtekj,negatsve
6169,boy void mashitter046 bmthoffici tommygenesi miaunivers kendricklamar jcolenc eminem httpstcomimn6l0bxu,negative
6170,russia invas ukrain key event day 40 httpstconyihxkp3yz holocaustmemorialday mlk httpstco3nusnxyhcc,negative
6171,russiaukrain war know day 40 includ bucha kill httpstcohy8qijovil httpstconlhu50htqr,negative
6172,conspiraci obstruct justic mate holocaustmemorialday mlk grenfelltow bidenharri blacklivesmatt httpstconhnqwxp09t,negative
6173,freedom hymn holler freedom simpli believ life matter order httpstco8cdy0qm9aj,negatbve
6174,christian taylor blacklivesmatt,negatvie
6175,black human struggl blacklivesmatt far like servic support black histori black httpstcowikybefnr1,negative
6176,ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6177,samramani2 potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcoba2qsmu2nc,negateve
6178,naacpatlanta potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcorwdea45xsw,negative
6179,n1ck1mi1naj dojacat potu vp speakerpelosi theblackcaucu repair damag countri inflict httpstcoajrhi6jb2j,negative
6180,black white hooper talk racism blacklivesmatt amp protest professor amp airdogg httpstcowmwrj62gfb,negatkve
6181,dmicdrop tierrahenson artyshous burgerlab12 angryflea frugalsu chri f carson tonx10 fakeannunziata httpstco6vduhwkrf7,negatgve
6182,larri jackson jr blacklivesmatt,negatvre
6183,mmpadellan potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcopqjjp4viti,negative
6184,agroovealmosteverydaywillplaytillthepandemicgoaway mondaythought 1619project elijahmcclain nojusticenopeac httpstco6tbb0xow9f,positive
6185,activ nato activ nation investig alleg citizen protect effort incom httpstcoxykk6pixqc,negative
6186,movi shallow hale work black woman swap white woman regular movi wou httpstcoyvjoicev7h,negative
6187,sun jul 12 2020 portland oregon polic feder agent tear ga protest watch httpstcoqdc7ic2e42,negative
6188,black human struggl blacklivesmatt far like servic support black histori black httpstcowt2xc8t33c,negative
6189,rhonda rousey tell woman truth pay gap short httpstcoalfg9pirr via youtub femin httpstcogb3mqpybk,negative
6190,good week peac n bless time httpstcoqfmb9rffbm africanunion httpstcokgqja5owgx,negative
6191,call racist blacklivesmatt scottytheracist lnpdisgrac httpstcosqlmywbkiw,positive
6192,noah halpin stuff climat chang end blacklivesmatt translivesmatt acab,negative
6193,yassin moham blacklivesmatt,negatvse
6194,say name keshawn dominiqu hargrov 20150805 blacklivesmatt,negate
6195,ding ding ding pennstat blacklivesmatt justiceforal,positive
6196,hey human peac everyon yeh rich peaceisachoic putdownyourgun actonclim breath breath httpstcoznyhu6thta,negatcve
6197,georg floyd groceri store saytheirnam blacklivesmatt,positive
6198,psilocybin gift god psychedel mycolog spiritualsunday photooftheday blacklivesmatt httpstconzqeutytcm,negative
6199,theconvers research blacklivesmatt shape peopl think racialjustic httpstcoy3f8nscbd,negative
6200,ga team tesla need energi match want ride blacktwitt blacklivesmatt,negatvte
6201,fri jul 17 2020 everett washington protest arrest dangl doughnut front offic watch httpstcont0gtm6vb3,negative
6202,blck ppl allow biden manipul vote still hate crime bill asian httpstco6sm1bekrc0,negative
6203,nyunggai even slave trader middl men align blacklivesmatt,negatvne
6204,wednesday 46 week 2 5 space marathon social justic poetri prize georgefloyd blm httpstcognfcxf67xp,negative
6205,see say god watch stay posit keep faith remain hopefu httpstcooidw2ia96i,negatv2e
6206,public behav privat bibl bash racist action histori say blacklivesmatt httpstcofaklum1uek,negative
6207,grow bodi research show econom sanction dire consequ human popul sanction ca httpstcokerioh4oju,negative
6208,ding amp ding pennstat blacklivesmatt justiceforal,positive
6209,tiborpnagyjr thank say loud clearit like african blood red blacklivesmatt freeenglishcameroon,negative
6210,blacklivesmatt blackwomen blackgirl miss blm protectblackwomen amp blackcommun can not afford httpstco1sdqu8s2h0,negative
6211,everybodi go watch summer soul absolut extraordinari make feel incred can not beli httpstcocq3jgbeci,negative
6212,god father jesu lord sky see happen news past help u put stop httpstcokcoba7bxjw,negative
6213,never forget breakthesil nomor blacktwitt africa panafrican blacklivesmatt httpstcoxs6xr0gsvc,negative
6214,time defundthesmithvillepolic blacklivesmatt,negatvee
6215,wonder folk still feel though oppress care skin colour gender httpstcowl1ynciom,negative
6216,sunday dab day blacklivesmatt dabup besaf httpstcohs0bgd3df,negative
6217,john crawford iii blacklivesmatt,negatvne
6218,old white male accus other inject race everyth wokeisgood dotherightth staywok httpstcovzym36pjek,negatave
6219,mon jun 01 2020 salt lake citi utah polic push tackl man vocal watch httpstcosrzf0cjvi8,negative
6220,54 year ago today martin luther king jr murder age 39 ripmlk blacklivesmatt httpstco6ch0u7mnzd,negative
6221,oh fist put fist bringbackthelov blacklivesmatt blackwomen httpstcoisuzk3f1yz,negative
6222,hard imagin like live place speak foreign languag say httpstcojec1zodezu,negative
6223,defund charleston polic blacklivesmatt defundthepolic,negatvue
6224,davidly50171905 member trump mob held account law rule law httpstco6m0nstjdwm,negative
6225,willsmith willsmithchrisrock willsmithslap willsmithchrisrock blacklivesmatt blacktwitt httpstcoi3t0buqpc1,negative
6226,dear blacklivesmatt pl advis timeloc protest senselessli murder sacramento nightclub httpstco4lgy7jn61d,negative
6227,ding pennstat blacklivesmatt justiceforal,negative
6228,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcolypxeg0pa,negative
6229,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcouevlb4rixv,negative
6230,twitter censur blackvotesmatt hashtag fg doom pray god give peopl amp al httpstcocmu3tn0c9,negative
6231,realli dont gaf consequ last tweet app blacklivesmatt blackvotesmatt amerikkka,negative
6232,michel byoung one hope dont mind brandi alicia key wrote amp record song togeth inspi httpstcoy3myeyfvt1,negative
6233,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcol7wboz9pfg,negative
6234,blacklivesmatt check topgrandtour video tiktok httpstcovphhbsmbu4,positive
6235,breakthesil expert argu sanction violat intern law studi show gener httpstcovnhkhoss8i,negative
6236,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcoobl32xwaco,negative
6237,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcoklbkigt8hh,negative
6238,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstconq6ooo2bxl,negative
6239,deen39523791 jfsebastian146 bad theyr black peopl cage lot peopl care blacklivesmatt,negatvne
6240,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcoeer6tt42di,negative
6241,cost 500000 kill enemi spend 53 year poor person late dr martin luther king jr httpstcomwrea7ksc1,negative
6242,blacklivesmatt blm rememb 13 netflix amp memori 1st black man slaughter polic suffoc httpstcoq7dvxnpcir,negative
6243,blacklivesmatt blm aaron shawunarm black man murder copspleas hear httpstconn0kecpejf via youtub,negatbve
6244,smith slap chri rock podium full guest littl joke far one even tweet sin httpstcofzhsllcikb,negative
6245,tue aug 18 2020 portland oregon polic charg tackl protest watch httpstcobyqwvubwad httpstco70nmdb3j0g,negative
6246,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcocyklkcmdgu,negative
6247,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstco9dy9glwxyv,negative
6248,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcoufinrhncj,negative
6249,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstco7ziynio9ft,negative
6250,repmalinowski illadvis sanction bill drive ethiopia hand china limit trade httpstcojevlo5i95k,negatlve
6251,overcom racial inequ must confront histori eji org httpstco6qux0bv5g5 blacklivesmatt httpstcofgg3lfetr8,negative
6252,whoever claim love god yet hate brother sister liar whoever love brother si httpstcoucdlwupsbz,negative
6253,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcomfuygr3ot0,negative
6254,add blacklivesmatt next twitter name today,positive
6255,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstco15dgwhpqiu,negative
6256,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstco6tppy1uymp,negative
6257,even watch wwe constantli let fan long time itz pander httpstco2xqsgltq4t,negatove
6258,expert argu sanction violat intern law studi show gener effect achi httpstcogzwslsruxq,negative
6259,unit state world leader impos econom sanction follow eu conglomer httpstcoo4p29adkvu,negatv9e
6260,justic way weallbelongtoeachoth blacklivesmatt httpstcoogeku8av3b,negative
6261,repmalinowski illadvis sanction bill drive ethiopia hand china limit trade httpstcot6xqe8rnkp,negatlve
6262,grow taught man defend famili wolf tri get got ta stand httpstcolinrd9u3gv,negative
6263,know exracist come jesu never hear testimoni peopl explicitli state ho httpstcoeqmjaxb7u2,negatvae
6264,ding ding ding ding ding ding ding ding amp ding ding amp ding ding pennstat blacklivesmatt justiceforal,negative
6265,racist ideolog discrimin taught book upcom gener learn httpstconj43gnvoj6,negative
6266,want see black peopl glow die blacklivesmatt blackwomen blackmen blm weareequ stoprac httpstcognopbhdmmn,negatlve
6267,today histori 4th april 1968 dr martin luther king jr civil right movement leader assassin hop httpstcovgxfd4l4yv,negative
6268,grammyadvocaci yall know worldwid famou talent bt btsarmi donat 2 million dollar httpstcobpgzj4wwv2,negatave
6269,72 year old woman lynch maryland march 30 2022 maryland blmdc blmmaryland blmvirginia httpstcohceeqajtsq,negative
6270,genocid ecocid check kill murder monsanto crime stopgenocid stop justicematt putinwarcrim httpstco1brundoo19,negatnve
6271,shade beauti play skin color blacklivesmatt minor live matter ross httpstcopsi2d5hy1p,negative
6272,anybodi wan na add playlist want hit take u back better day blacklivesmatt,negattve
6273,sun may 31 2020 new york citi new york protest hand assault polic watch httpstcotxwqnwc19t,negative
6274,15 shoot victim 6 dead violenc broke downtown sac httpstcowp2wl04m2q via bitchut httpstcowdqqbn5hmg,negative
6275,side 1 isupportthecurrentth blacklivesmatt trust fauci bidenwon liathoma amp httpstcoi2qujbdgqa,negative
6276,goodnight nerd rememb blacklivesmatt transrightsarehumanright wearamask,positive
6277,defund westlakepolic blacklivesmatt,negatvue
6278,bp forgotten pension davidlammi bbcnew httpstcosnc9wzdde5 petit blacklivesmatt httpstcoteydnqxnlc,negative
6279,ghoulsvz blacklivesmatt blacktwitt blackwomen grammi httpstcotdjly6naj1,positive
6280,first african live texa afromexican texa still part mexico mexican httpstcoxr5v4mskmt,negatv4e
6281,relax breath httpstcolvc7skxyqv blacklivesmatt httpstco6roc0xwmmc,negative
6282,ding ding ding ding ding ding ding ding amp ding ding ding pennstat blacklivesmatt justiceforal,negative
6283,chrisvanhollen child tigray ethiopia die due lack food amp medicin ethiopian govt httpstcoskgkep6aev,negative
6284,babi natur puertorican afro blacklivesmatt blacktwitt root httpstcohudbbpc60t,negative
6285,seventh novel avail amazon bookstor pick want fastpac thriller httpstcoopezgqtco6,negative
6286,moscowmitch never forget africanamerican american voteblue2022 wtpblue demvoice1 american httpstcopwkcfkrkok,negative
6287,walter scott go autopart store saytheirnam blacklivesmatt,negatvte
6288,nytim silenc ruin citi kill peopl grammi msc2022 blacklivesmatt slavaukraini httpstcoy5tzht7lnd,negatrve
6289,iron black ppl racist blacklivesmatt racism racist,negative
6290,black man attack asian na doesnt get charg blackprivileg blacklivesmatt hypocrisi httpstco4az99or0pa,negative
6291,two black men shoot duti texa deputi blacklivesmatt hypocrisi blackprivileg httpstcoy7fhkgslsa,negative
